alinea,alinea1,amendements1Signataire,amendementsMoins10Signataires,amendementsPlus10Signataires,article,book,chapter,code-part,law,lawType,paragraph,section,section1,sentence,text,texteLegislatif,texteLegislatifArticle,title,year
,,30,0,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2021,ARTICLE 38,,2020
1,,30,0,2,,,,,,,,,,,au premier alinéa,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,indirect: (relative: 0),,,,,,,,,,du même article,PLFSS pour 2021,ARTICLE 38,,2020
1,,30,0,2,,,,,,,,,,,au premier alinéa,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,indirect: (relative: 0),code,,,,,du présent code ou au premier alinéa,PLFSS pour 2021,ARTICLE 38,,2020
1,,30,0,2,,,,,,,,,,,du présent code ou au premier alinéa,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2021,ARTICLE 38,,2020
1,,30,0,2,,,,,,,,,,,du premier alinéa,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2021,ARTICLE 38,,2020
1,,30,0,2,,,,,,,,,,,Le premier alinéa,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,,,,,,1,la première phrase,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,,,,,,2,la deuxième phrase,PLFSS pour 2021,ARTICLE 38,,2020
2,,30,0,2,,,,,,,,,,,Au second alinéa,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,indirect: (relative: 0),,,,,,,,,,du même article,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,indirect: (relative: 0),,,,,,,,,,du même article,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2021,ARTICLE 38,,2020
2,,30,0,2,,,,,,,,,,,le second alinéa,PLFSS pour 2021,ARTICLE 38,,2020
indirect: (relative: 0),,30,0,2,,,,,,,,,,,du présent alinéa,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,indirect: (relative: 0),,,,,,,,,,au même article,PLFSS pour 2021,ARTICLE 38,,2020
1,,30,0,2,,,,,,,,,,1,la première phrase du premier alinéa,PLFSS pour 2021,ARTICLE 38,,2020
1,,30,0,2,,,,,,,,,,,Le premier alinéa,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,,,,,,1,la première phrase,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,,,,,,2,la deuxième phrase,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,,,,,,4,la quatrième phrase,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,indirect: (relative: 0),,,,,,,,,,au même article,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,,,,,,indirect: -1,la dernière phrase,PLFSS pour 2021,ARTICLE 38,,2020
2,,30,0,2,,,,,,,,,,,Le deuxième alinéa,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,,,,,,1,la première phrase,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,,,,,,indirect: -1,la dernière phrase,PLFSS pour 2021,ARTICLE 38,,2020
3,,30,0,2,,,,,,,,,,,Le troisième alinéa,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,,,,,,1,la première phrase,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,,,,,,2,la seconde phrase,PLFSS pour 2021,ARTICLE 38,,2020
4,,30,0,2,,,,,,,,,,,Le quatrième alinéa,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,,,,,,1,la première phrase,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,indirect: (relative: 0),code,,,,,du présent code,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,,,,,,2,la seconde phrase,PLFSS pour 2021,ARTICLE 38,,2020
5,,30,0,2,,,,,,,,,,1,la première phrase du cinquième alinéa,PLFSS pour 2021,ARTICLE 38,,2020
1,,30,0,2,,,,,,,,,,,Au premier alinéa,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,code de la santé publique,code,,,,,du code de la santé publique,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,,,,,,1,la première phrase,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,,,,,,2,la seconde phrase,PLFSS pour 2021,ARTICLE 38,,2020
indirect: -1,,30,0,2,,,,,,,,,,1,la première phrase du dernier alinéa,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2021,ARTICLE 38,,2020
,,30,0,2,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2021,ARTICLE 38,,2020
,,0,1,0,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2021,ARTICLE 39,,2020
3,,0,1,0,,,,,,,,,,,Le troisième alinéa,PLFSS pour 2021,ARTICLE 39,,2020
,,0,1,0,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2021,ARTICLE 39,,2020
,,1,0,0,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2021,ARTICLE 40,,2020
2,,1,0,0,,,,,,,,,,,Au deuxième alinéa,PLFSS pour 2021,ARTICLE 40,,2020
indirect: -1,,1,0,0,,,,,,,,,,1,la première phrase du dernier alinéa,PLFSS pour 2021,ARTICLE 40,,2020
2,,1,0,0,indirect: (relative: 0),,,,,,,,,,au deuxième alinéa du présent article,PLFSS pour 2021,ARTICLE 40,,2020
,,1,0,0,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2021,ARTICLE 40,,2020
1,,1,0,0,,,,,,,,,,2,La seconde phrase du premier alinéa,PLFSS pour 2021,ARTICLE 40,,2020
2,,1,0,0,,,,,,,,,,,Le second alinéa,PLFSS pour 2021,ARTICLE 40,,2020
indirect: -1,,1,0,0,,,,,,,,,,1,la première phrase du dernier alinéa,PLFSS pour 2021,ARTICLE 40,,2020
,,1,0,0,,,,,code de l’action sociale et des familles,code,,,,,du code de l’action sociale et des familles,PLFSS pour 2021,ARTICLE 40,,2020
,,1,0,0,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2021,ARTICLE 40,,2020
,,1,0,0,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2021,ARTICLE 40,,2020
,,1,0,0,,,,,indirect: (relative: 0),loi,,,,,la présente loi,PLFSS pour 2021,ARTICLE 40,,2020
,,21,0,24,,,,,code de la santé publique,code,,,,,Le code de la santé publique,PLFSS pour 2021,ARTICLE 42,,2020
,,21,0,24,indirect: (relative: 0),,,,,,,,,,du même article,PLFSS pour 2021,ARTICLE 42,,2020
3,,21,0,24,,,,,,,,,,,au troisième alinéa,PLFSS pour 2021,ARTICLE 42,,2020
1,,21,0,24,,,,,,,,,,,le premier alinéa,PLFSS pour 2021,ARTICLE 42,,2020
3,,21,0,24,,,,,,,,,,,du troisième alinéa,PLFSS pour 2021,ARTICLE 42,,2020
indirect: -1,,21,0,24,,,,,,,,,,2,la seconde phrase du dernier alinéa,PLFSS pour 2021,ARTICLE 42,,2020
1,,21,0,24,indirect: (relative: 0),,,,,,,,,,au premier alinéa du présent article,PLFSS pour 2021,ARTICLE 42,,2020
1,,21,0,24,,,,,,,,,,,Le premier alinéa,PLFSS pour 2021,ARTICLE 42,,2020
,,21,0,24,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2021,ARTICLE 42,,2020
,,21,0,24,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2021,ARTICLE 42,,2020
indirect: -1,,21,0,24,,,,,,,,,,,Le dernier alinéa,PLFSS pour 2021,ARTICLE 42,,2020
1,,21,0,24,,,,,,,,,,,le premier alinéa,PLFSS pour 2021,ARTICLE 42,,2020
1,,21,0,24,,,,,,,,,,,Au premier alinéa,PLFSS pour 2021,ARTICLE 42,,2020
,,2,0,0,,,,,code de la sécurité sociale,code,,,,,du code de la sécurité sociale,PLFSS pour 2021,ARTICLE 46,,2020
,,2,0,0,,,,,indirect: (relative: 0),code,,,,,du même code,PLFSS pour 2021,ARTICLE 46,,2020
2,,2,0,0,indirect: (relative: 0),,,,,,,,,,au second alinéa du même article,PLFSS pour 2021,ARTICLE 46,,2020
,,2,0,0,indirect: (relative: 0),,,,,,,,,,du présent article,PLFSS pour 2021,ARTICLE 46,,2020
,,2,0,0,575,,,,,,,,,,aux articles 575 et 575,PLFSS pour 2021,ARTICLE 46,,2020
,,2,0,0,575,,,,,,,,,,aux articles 575 et 575,PLFSS pour 2021,ARTICLE 46,,2020
,,2,0,0,,,,,code général des impôts,code,,,,,du code général des impôts,PLFSS pour 2021,ARTICLE 46,,2020
