alinea,alinea1,alinea2,article,auteur,auteurType,book,chapter,code-part,etat,groupePolitique,law,lawType,paragraph,section,section1,sentence,sort,text,texteLegislatifUid,title,uid,year
V order: 5,,,indirect: (relative: 0),Perrut Bernard,Député,,,,,LR,,,,,,,Rejeté,"les III, IV et V du présent article",PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000694,2020
d order: d,,,,Perrut Bernard,Député,,,,,LR,,,,,,,Rejeté,au d et au e,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000694,2020
e order: e,,,,Perrut Bernard,Député,,,,,LR,,,,,,,Rejeté,au d et au e,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000694,2020
,,,,Perrut Bernard,Député,,,,,LR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000694,2020
4° order: 4,,,,Perrut Bernard,Député,,,,,LR,,,,,,,Rejeté,du 4°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000694,2020
,,,,Perrut Bernard,Député,,,,,LR,code de la santé publique,code,,,,,Rejeté,du code de la santé publique,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000694,2020
,,,,Perrut Bernard,Député,,,,,LR,code de la sécurité sociale,code,,,,,Non soutenu,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000695,2020
II order: 2,,,,Perrut Bernard,Député,,,,,LR,,,,,,,Non soutenu,le II,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000695,2020
III order: 3,,,,Perrut Bernard,Député,,,,,LR,,,,,,,Non soutenu,Le III,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000695,2020
I order: 1,3,,,Perrut Bernard,Député,,,,,LR,,,,,,,Rejeté,Au troisième alinéa du I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000698,2020
,,,,Perrut Bernard,Député,,,,,LR,code rural et de la pêche maritime,code,,,,,Rejeté,du code rural et de la pêche maritime,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000698,2020
,,,575,Perrut Bernard,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000698,2020
,,,575 A,Perrut Bernard,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000698,2020
I order: 1,3,,,Perrut Bernard,Député,,,,,LR,,,,,,,Rejeté,Au troisième alinéa du I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000699,2020
,,,,Perrut Bernard,Député,,,,,LR,code rural et de la pêche maritime,code,,,,,Rejeté,du code rural et de la pêche maritime,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000699,2020
1° order: 1,,,,Perrut Bernard,Député,,,,,LR,,,,,,,Rejeté,au 1°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000699,2020
,,,575,Perrut Bernard,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000699,2020
,,,575 A,Perrut Bernard,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000699,2020
I order: 1,3,,,Bony Jean-Yves,Député,,,,,LR,,,,,,,Non soutenu,Au troisième alinéa du I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000705,2020
,,,,Bony Jean-Yves,Député,,,,,LR,code rural et de la pêche maritime,code,,,,,Non soutenu,du code rural et de la pêche maritime,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000705,2020
,,,575,Bony Jean-Yves,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000705,2020
,,,575 A,Bony Jean-Yves,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000705,2020
I order: 1,3,,,Bony Jean-Yves,Député,,,,,LR,,,,,,,Non soutenu,Au troisième alinéa du I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000706,2020
,,,,Bony Jean-Yves,Député,,,,,LR,code rural et de la pêche maritime,code,,,,,Non soutenu,du code rural et de la pêche maritime,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000706,2020
1° order: 1,,,,Bony Jean-Yves,Député,,,,,LR,,,,,,,Non soutenu,au 1°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000706,2020
,,,575,Bony Jean-Yves,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000706,2020
,,,575 A,Bony Jean-Yves,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000706,2020
,,,,Louwagie Véronique,Député,,,,,LR,code rural et de la pêche maritime,code,,,,,Non soutenu,Le code rural et de la pêche maritime,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000710,2020
2,,,,Louwagie Véronique,Député,,,,,LR,,,,,,,Non soutenu,Le second alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000710,2020
,,,,Louwagie Véronique,Député,,,,,LR,code de la sécurité sociale,code,,,,,Non soutenu,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000710,2020
,,,,Louwagie Véronique,Député,,,,,LR,indirect: (relative: 0),code,,,,,Non soutenu,du présent code,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000710,2020
2,,,,Louwagie Véronique,Député,,,,,LR,,,,,,,Non soutenu,Le deuxième alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000710,2020
,,,,Louwagie Véronique,Député,,,,,LR,code de la sécurité sociale,code,,,,,Non soutenu,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000710,2020
,,,,Louwagie Véronique,Député,,,,,LR,indirect: (relative: 0),code,,,,,Non soutenu,du présent code,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000710,2020
I order: 1,,,,Louwagie Véronique,Député,,,,,LR,,,,,,,Non soutenu,du I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000710,2020
,,,575,Louwagie Véronique,Député,,,,,LR,,,,,,,Non soutenu,aux articles 575 et 575,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000710,2020
,,,575,Louwagie Véronique,Député,,,,,LR,,,,,,,Non soutenu,aux articles 575 et 575,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000710,2020
,,,,Louwagie Véronique,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000710,2020
I order: 1,3,,,Louwagie Véronique,Député,,,,,LR,,,,,,,Non soutenu,Au troisième alinéa du I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000711,2020
,,,,Louwagie Véronique,Député,,,,,LR,code rural et de la pêche maritime,code,,,,,Non soutenu,du code rural et de la pêche maritime,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000711,2020
,,,575,Louwagie Véronique,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000711,2020
,,,575 A,Louwagie Véronique,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000711,2020
I order: 1,3,,,Louwagie Véronique,Député,,,,,LR,,,,,,,Rejeté,Au troisième alinéa du I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000712,2020
,,,,Louwagie Véronique,Député,,,,,LR,code rural et de la pêche maritime,code,,,,,Rejeté,du code rural et de la pêche maritime,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000712,2020
1° order: 1,,,,Louwagie Véronique,Député,,,,,LR,,,,,,,Rejeté,au 1°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000712,2020
,,,575,Louwagie Véronique,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000712,2020
,,,575 A,Louwagie Véronique,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000712,2020
,,,,Louwagie Véronique,Député,,,,,LR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000713,2020
III order: 3,,,,Louwagie Véronique,Député,,,,,LR,,,,,,,Rejeté,Au III,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000713,2020
I order: 1,a order: a,,,Louwagie Véronique,Député,,,,,LR,,,,,,,Rejeté,au a du I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000713,2020
,,,,Louwagie Véronique,Député,,,,,LR,code rural et de la pêche maritime,code,,,,,Rejeté,du code rural et de la pêche maritime,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000713,2020
,,,,Louwagie Véronique,Député,,,,,LR,code rural et de la pêche maritime,code,,,,,Rejeté,du code rural et de la pêche maritime,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000713,2020
,,,,Louwagie Véronique,Député,,,,,LR,code rural et de la pêche maritime,code,,,,,Rejeté,du code rural et de la pêche maritime,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000713,2020
II order: 2,,,,Louwagie Véronique,Député,,,,,LR,,,,,,,Rejeté,au II,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000713,2020
,,,,Louwagie Véronique,Député,,,,,LR,code rural et de la pêche maritime,code,,,,,Rejeté,du code rural et de la pêche maritime,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000713,2020
,,,575,Louwagie Véronique,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000713,2020
,,,575 A,Louwagie Véronique,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000713,2020
II order: 2,2,,,Rolland Vincent,Député,,,,,LR,,,,,,,Tombé,Au second alinéa du II,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000714,
,,,575,Rolland Vincent,Député,,,,,LR,code général des impôts,code,,,,,Tombé,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000714,
,,,575 A,Rolland Vincent,Député,,,,,LR,code général des impôts,code,,,,,Tombé,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000714,
,,,,Maillard Sylvain,Député,,,,,LaREM,code général des impôts,code,,,,,Retiré,du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000716,2020
indirect: -1,,,,Maillard Sylvain,Député,,,,,LaREM,,,,,,,Retiré,Le dernier alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000717,2020
,,,,Maillard Sylvain,Député,,,,,LaREM,code général des impôts,code,,,,,Retiré,du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000717,2020
,,,65,Bonnivard Émilie,Député,,,,,LR,,,,,,,Tombé,L'article 65,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000718,
I order: 1,1° order: 1,,,Bonnivard Émilie,Député,,,,,LR,,,,,,,Tombé,Au 1° du I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000718,
II order: 2,2,,,Bonnivard Émilie,Député,,,,,LR,,,,,,1,Tombé,la première phrase du second alinéa du II,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000718,
,,,575,Bonnivard Émilie,Député,,,,,LR,code général des impôts,code,,,,,Tombé,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000718,
,,,575 A,Bonnivard Émilie,Député,,,,,LR,code général des impôts,code,,,,,Tombé,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000718,
,,,,Rixain Marie-Pierre,Député,,,,,LaREM,code de la sécurité sociale,code,,,,,Non soutenu,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000722,2020
2° order: 2,,,,Rixain Marie-Pierre,Député,,,,,LaREM,,,,,,,Non soutenu,au 2°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000722,2020
,,,,Rixain Marie-Pierre,Député,,,,,LaREM,indirect: (relative: 0),code,,,,,Non soutenu,du même code,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000722,2020
,,,,Rixain Marie-Pierre,Député,,,,,LaREM,code général des impôts,code,,,,,Non soutenu,du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000722,2020
I order: 1,3,,,Le Fur Marc,Député,,,,,LR,,,,,,,Non soutenu,Au troisième alinéa du I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000725,2020
,,,,Le Fur Marc,Député,,,,,LR,code rural et de la pêche maritime,code,,,,,Non soutenu,du code rural et de la pêche maritime,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000725,2020
,,,575,Le Fur Marc,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000725,2020
,,,575 A,Le Fur Marc,Député,,,,,LR,code général des impôts,code,,,,,Non soutenu,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000725,2020
I order: 1,3,,,Le Fur Marc,Député,,,,,LR,,,,,,,Rejeté,Au troisième alinéa du I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000726,2020
,,,,Le Fur Marc,Député,,,,,LR,code rural et de la pêche maritime,code,,,,,Rejeté,du code rural et de la pêche maritime,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000726,2020
1° order: 1,,,,Le Fur Marc,Député,,,,,LR,,,,,,,Rejeté,au 1°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000726,2020
,,,575,Le Fur Marc,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000726,2020
,,,575 A,Le Fur Marc,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000726,2020
,,,,Bazin Thibault,Député,,,,,LR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000730,2020
,,,575,Bazin Thibault,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000730,2020
,,,575 A,Bazin Thibault,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000730,2020
III order: 3,,,,Bazin Thibault,Député,,,,,LR,,,,,,,Rejeté,le III,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000733,2020
III order: 3,,,,Bazin Thibault,Député,,,,,LR,,,,,,,Rejeté,au III,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000733,2020
I order: 1,,,,Bazin Thibault,Député,,,,,LR,,,,,,,Rejeté,au I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000733,2020
II order: 2,,,,Bazin Thibault,Député,,,,,LR,,,,,,,Rejeté,au II,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000736,2020
,,,,Bazin Thibault,Député,,,,,LR,indirect: (relative: 0),loi,,,,,Rejeté,la présente loi,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000736,2020
I order: 1,,,indirect: (relative: 0),Bazin Thibault,Député,,,,,LR,,,,,,,Rejeté,au I du présent article,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000736,2020
2° order: 2,1,,,Bazin Thibault,Député,,,,,LR,,,,,,,Rejeté,Au premier alinéa du 2°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000737,2020
6° order: 6,,,,Bazin Thibault,Député,,,,,LR,,,,,,,Rejeté,au 6°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000737,2020
3° order: 3,a order: a,,,Bazin Thibault,Député,,,,,LR,,,,,,,Rejeté,des a et b du 3°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000737,2020
3° order: 3,b order: b,,,Bazin Thibault,Député,,,,,LR,,,,,,,Rejeté,des a et b du 3°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000737,2020
VI order: 6,,,,Bazin Thibault,Député,,,,,LR,,,,,,,Rejeté,Au VI,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000737,2020
VI order: 6,,,,Bazin Thibault,Député,,,,,LR,,,,,,,Rejeté,Le VI,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000738,2020
5° order: 5,,,,Bazin Thibault,Député,,,,,LR,,,,,,,Rejeté,Le 5°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000738,2020
I order: 1,,,,Bazin Thibault,Député,,,,,LR,,,,,,,Rejeté,du I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000738,2020
III order: 3,,,indirect: (relative: 0),Bazin Thibault,Député,,,,,LR,,,,,,,Rejeté,"les III, IV et V du présent article",PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000738,2020
IV order: 4,,,indirect: (relative: 0),Bazin Thibault,Député,,,,,LR,,,,,,,Rejeté,"les III, IV et V du présent article",PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000738,2020
V order: 5,,,indirect: (relative: 0),Bazin Thibault,Député,,,,,LR,,,,,,,Rejeté,"les III, IV et V du présent article",PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000738,2020
d order: d,,,,Bazin Thibault,Député,,,,,LR,,,,,,,Rejeté,au d et au e,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000738,2020
e order: e,,,,Bazin Thibault,Député,,,,,LR,,,,,,,Rejeté,au d et au e,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000738,2020
,,,,Bazin Thibault,Député,,,,,LR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000738,2020
4° order: 4,,,,Bazin Thibault,Député,,,,,LR,,,,,,,Rejeté,du 4°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000738,2020
,,,,Bazin Thibault,Député,,,,,LR,code de la santé publique,code,,,,,Rejeté,du code de la santé publique,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000738,2020
,,,,Bazin Thibault,Député,,,,,LR,indirect: (relative: 0),loi,,,,,Rejeté,la présente loi,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000740,2020
,,,indirect: (relative: 0),Bazin Thibault,Député,,,,,LR,,,,,,,Rejeté,du présent article,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000740,2020
5,,,,Bazin Thibault,Député,,,,,LR,,,,,,,Rejeté,au cinquième alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000741,2020
,,,,Bazin Thibault,Député,,,,,LR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000741,2020
1° order: 1,,,,Bazin Thibault,Député,,,,,LR,,,,,,,Retiré,Le 1°,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000742,2020
I order: 1,,,,Bazin Thibault,Député,,,,,LR,,,,,,,Retiré,du I,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000742,2020
,,,,Bazin Thibault,Député,,,,,LR,code de la sécurité sociale,code,,,,,Retiré,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000742,2020
,,,,Bazin Thibault,Député,,,,,LR,code de la sécurité sociale,code,,,,,Tombé,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000745,2020
1,,,,Bazin Thibault,Député,,,,,LR,,,,,,1,Tombé,la première phrase du premier alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000745,2020
2,,,,Bazin Thibault,Député,,,,,LR,,,,,,,Tombé,Le deuxième alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000745,2020
2,,,,Bazin Thibault,Député,,,,,LR,,,,,,1,Rejeté,la première phrase du deuxième alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000749,2020
,,,,Bazin Thibault,Député,,,,,LR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000749,2020
1,,,,Bazin Thibault,Député,,,,,LR,,,,,,,Rejeté,Le premier alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000750,2020
,,,,Bazin Thibault,Député,,,,,LR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000750,2020
,,,,Bazin Thibault,Député,,,,,LR,indirect: (relative: 0),loi,,,,,Rejeté,la présente loi,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000751,2020
III order: 3,4° order: 4,,8,Bazin Thibault,Député,,,,,LR,,,,,,,Rejeté,Le 4° du III de l’article 8,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000752,2020
,,,575,Bazin Thibault,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000752,2020
,,,575 A,Bazin Thibault,Député,,,,,LR,code général des impôts,code,,,,,Rejeté,aux articles 575 et 575 A du code général des impôts,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000752,2020
,,,,Bazin Thibault,Député,,,,,LR,code rural et de la pêche maritime,code,,,,,Rejeté,Le code rural et de la pêche maritime,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000753,2020
2,,,,Bazin Thibault,Député,,,,,LR,,,,,,,Rejeté,Le second alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000753,2020
,,,,Bazin Thibault,Député,,,,,LR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000753,2020
,,,,Bazin Thibault,Député,,,,,LR,indirect: (relative: 0),code,,,,,Rejeté,du présent code,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000753,2020
2,,,,Bazin Thibault,Député,,,,,LR,,,,,,,Rejeté,Le deuxième alinéa,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000753,2020
,,,,Bazin Thibault,Député,,,,,LR,code de la sécurité sociale,code,,,,,Rejeté,du code de la sécurité sociale,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000753,2020
,,,,Bazin Thibault,Député,,,,,LR,indirect: (relative: 0),code,,,,,Rejeté,du présent code,PRJLANR5L15B3397,,AMANR5L15PO717460B3397P0D1N000753,2020
